Pattern String,Comment,Pattern Category,Pattern Type,Where in website?,Deceptive?,Website Page
"no thanks, I don't like to save",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.bettereyewear.com/Tom_Ford_FT_4239_Eyeglasses_p/ft4239.htm
"No thank you, I prefer to pay for shipping.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.blair.com/p/scandia-woods/on-sale/scandia-woods-long-sleeve-denim-and-twill-shirts/pc/1627/sc/3406/32538.uts
"Nah, I'll pay full price",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.blenderseyewear.com/products/cinder-bella?utm_source=recently&utm_medium=referral
No thanks I definitely measured correctly,,Misdirection,Confirmshaming,Cart Page,No,https://www.blindsdirect.co.uk/product/touched-by-design-essence-french-grey-faux-wood-venetian-blind
No thanks. I don’t want to save money.,Popup with wheel,Misdirection,Confirmshaming,Product Page,No,https://www.blindster.com/cellular-shades/cordless-cellular-shades-tdbu/
No thanks. I love chaos!,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.bluesky.com/collections/noteworthy-recs/products/2019-noteworthy-layered-brushstrokes-8-5-x-11-weekly-hardcover-6-in-1-planner
"No thanks, I’d rather not win.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.bowlingball.com/products/bowling-balls/bowlingball.com/4961/bowlingballcom-angel-ball-celestial-apparition-viz-a-ball-6-14-15-only-retired-only-a-few-left.html
"No thanks, I prefer to pay more for shoes!",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.brandhousedirect.com.au/products/nike-mens-air-zoom-structure-18-premium-running-sport-shoes?variant=42576436677
"No thanks, I'll pay full price",Full page popup after clicking the banner on the home page,Misdirection,Confirmshaming,Home Page,No,https://www.brooklinen.com/collections/smoke-rss-away
"No thanks, I'll still want to pay full price",Coming back to the product page will confirm shame again (popup from below the page),Misdirection,Confirmshaming,Product Page,No,https://www.brooklinen.com/products/luxe-hardcore-sheet-bundle?variant=24302663174
"No thanks, I don't want any deals",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.brother.ca/en/p/RHLL5000D
"No thanks, I don't like promotions and exclusive content.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.bulkreefsupply.com/36-hybrid-t5ho-4x39w-fixture-with-led-mounting-system-white-open-box-aquatic-life-1.html
"NO THANKS, I'D RATHER PAY FULL PRICE",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.campaignliving.com/products/modern-sectional-sofa
"No Thanks, I Prefer Paying Full Price",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.championshipproductions.com/cgi-bin/champ/download/10-free/free-coaching-videos.html
"No Thanks, I Don't Want To Save",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.cityfurniture.com/se-city-lights-dk-brown-24-uph-barstool.html
"No Thanks, I'd Rather Pay Full Price",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.colorit.com/collections/featured/products/colorful-unicorns-illustrated-by-terbit-basuki
"No, thanks. I'd prefer not to save.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.crossrope.com/products/infinity-rope-system/get-lean-jump-rope-set
"No Thanks, I don't want official software at the best price.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.cspcart.com/products/microsoft-office-2019-professional-pc
"No thanks, I don't want to look my best",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.dailylook.com/p/Skinny/Just-Black-Ariane-Destroyed-Mid-Rise-Skinny-Crop/155895.html
"Nah, I like paying full price",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.decalgirl.com/skins/422616/otterbox-commuter-galaxy-s9-case-skin-blossoming-almond-tree
No thanks - I don't want to save money,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.digitalsupplyusa.com/products/samsung-galaxy-note-8-glass-screen-repair-replacement-kit-tools-instructions-black-pro-series
"I DON'T LIKE FREE GIFTS, NO THANKS",Popup,Misdirection,Confirmshaming,Cart Page,No,https://www.dormco.com/Braided_Blanket_Throw_Size_p/d1603-bybs18-40x60.htm
"No thanks, I don't want 15% off",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.dormify.com/products/dusty-rose-chloe-medallion-duvet-cover-and-sham-set
I'LL PAY FULL PRICE,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.dreamcloudsleep.com/mattress
I'll Shop Without A Discount,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.dressbarn.com/signature-fit-soft-stretch-ankle-leg-jeans/prd-103563815
I'd rather pay full price,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.electronicexpress.com/catalog/184476/LucidAudio-ER20SMBC
"No thanks, I don’t like saving money.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.epicsports.com/prod/15965/alleson-adult-youth-multi-sport-tech-l-s-t-shirts.html?utm_content=15965
I'LL PAY FULL PRICE,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.fashionnova.com/collections/sandals/products/always-blooming-flat-sandal-red
"No Thanks, I Don't Want a Discount",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.finefoodspecialist.co.uk/morels-frozen-2-7-cm-1kg/
"NO THANKS, I DON’T WANT 15% OFF",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.flowerbeauty.com/products/that-s-so-kohl-eyeliner
"No thanks, I don’t want to save",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.fullcompass.com/prod/198640-rupert-neve-designs-rnd-5045-portico-5045-2-channel-analog-primary-source-enhancer-1ru-rupert-neve
"No Thanks, I Don't Want a Free Gift",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.garrettwade.com/arborist-large-pruning-saw.html
"No thanks, I want to pay full price",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.glassesusa.com/tortoisegold-medium/ray-ban-5154-clubmaster/44-m3648.html
"No thanks, I've got too much cool Glock stuff!",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.glockstore.com/LaserMax-Sight?quantity=1
No I don't feel lucky,Sidewheel popup,Misdirection,Confirmshaming,Product Page,No,https://www.golfavenue.com/us/cobra-ultralight-2018-white-grey-electricblue-cart-bag
"No thanks, I'm not interested",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.greenbelly.co/products/meal2go?utm_source=Home%20Button
"No thank you, I prefer to pay full price",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.haband.com/p/modern-fit-jeans-with-spandex?id=cf1c26e619534aed924e1a35ce51247f
"NO, I'LL PAY FULL PRICE",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.harney.com/products/very-berry-matcha?variant=36631926470
"No thanks, I don't like deals.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.healthkart.com/sv/muscleblaze-bcaa-gold/SP-50087?navKey=VRNT-91279
"NO THANKS, I'll PAY FULL PRICE",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.honeybum.com/collections/jeans/products/ysabel-girlfriend-jeans-blue
"No thanks, I hate cool stuff",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.iheartraves.com/products/spandex-diamond-net-pantyhose%20
No thanks. I'd rather pay full price.,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.intotheam.com/products/into-the-am-sticker-pack
"No, I'd rather pay full price.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.jaanuu.com/products/melody-lab-coat/white
"No thanks, I’d rather pay more",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.jachsny.com/collections/mens-sale-new/products/j17c-240-op6?variant=48773837130
"No Thanks, I don't like exclusive deals.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.jamtangan.com/alexandre-christie-ac-9205-mc-lurbu-chronograph-men-black-dial-black-leather-strap-178981.html
"No thanks, I don't want the free gift.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.jeulia.com/product-ocean-s-light-sterling-silver-mermaid-gift-necklace-for-valentine-s-day-cid40-jecm0032
I'LL PAY FULL PRICE,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.jouercosmetics.com/collections/lip-treatment/products/essential-hydrating-clay-mask-and-lip-care-bundle-with-free-microfiber-towel
"No thanks, I'd rather pay full price.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.keylessentryremotefob.com/product-p/oem-oht-rhk4b-compass.htm
"No thanks, I don't like discounts",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.kingsizedirect.com/products/easy-movement-two-button-jacket-by-ks-signature/1010750.html#ICID=HP%7CZ1%7CCTA1%7C3-14-2019&cgid=KS_Suiting&start=2
No I don't feel lucky,Side wheel,Misdirection,Confirmshaming,Product Page,No,https://www.kismetcollections.com/products/cherry-palazzo-pants?variant=6759939604519&utm_source=what-other-people-bought&utm_medium=notification&pid=481841250343
"NO THANKS, I DON'T WANT TO SAVE MONEY",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.laptopchargerfactory.com/gateway-7000-series-laptop-charger/7326gz
"NO, THANKS. I DON'T LIKE DISCOUNTS ",Popup,Misdirection,Confirmshaming,Product Page,No,"https://www.largodrive.com/spell-the-gypsy-amethyst-gown-blush,65746.html"
"NO THANKS, I DON'T WANT TO SAVE",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.lastcall.com/Karl-Lagerfeld-Paris-Nara-Pointy-Toe-Velvet-Ballet-Flats/prod47920076/p.prod
"No Thanks, I don't like free stuff.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.lizardjuice.com/blue-ice-e-liquid-15-ml
"No thanks, I don't like winning",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.luckytacklebox.com/products/bass-tournament-series
"No thanks, I will pay full price.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.marineshop.net/5-piece-wine-set-with-etched-ega-107841
I don't feel lucky,Wheel popup,Misdirection,Confirmshaming,Product Page,No,https://www.merchoid.com/product/spider-man-white-spider-premium-hoodie/
"No Thanks, I Prefer Paying Full Price.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.micromark.com/Xuron-Oval-Head-Micro-Shear-with-Lead-Retainer
"Yes, I Want To Save Money!No Thanks",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.morebeer.com/products/corny-keg-ball-lock-5-gal-4-pack.html?ref=1A
I'D RATHER PAY FULL PRICE,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.mottandbow.com/women/final-sale/high-rise-skinny-reade-dark-blue.html
No thanks. I prefer paying full price.,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.mtdparts.com/equipment/ProductDisplay?storeId=10101&productId=1929593&urlRequestType=Base&langId=-1&catalogId=19502
"No, thanks. I'd rather pay full price.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.mud-pie.com/Rice---Beans-Circa-Serving-Dish-Set-46000094/
"No thanks, I'd rather pay more",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.murrayscheese.com/sea-salted-almonds-milk-chocolate
"No, I don't feel lucky",Wheel popup,Misdirection,Confirmshaming,Product Page,No,https://www.myantitheftbackpack.com/products/usb-charging-anti-theft-backpack
"No, I don't feel lucky",Sidewheel popup,Misdirection,Confirmshaming,Product Page,No,https://www.mytruwood.com/collections/all/products/truwood-leaf-green-wooden-watch
"No thanks, free stuff isn't for me.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.naturehills.com/cotoneaster-peking
"No Thanks, I'll Pay Full Price",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.nectarsleep.com/mattress
No thanks. I don’t want deals.,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.net32.com/ec/house-brand-saliva-ejectors-clear-blue-wirereinforced-d-128110
"No Thanks, I prefer not to have a protection plan",Popup after adding to cart,Misdirection,Confirmshaming,Product Page,No,https://www.nfm.com/style-expressions-paragon-3-seat-leather-power-home-theater-seating-in-alfresco-fudge
"NO THANKS, I DON'T WANT 20% OFF MY ORDER",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.nyxcosmetics.com/suede-matte-lipstick/NYX_630.html?cgid=best-sellers
"No thanks, I don't want a free gift.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.officesupply.com/office-supplies/healthcare-supplies/exam-room-supplies/examination-gloves/kimberly-clark-professional-purple-nitrile-exam-gloves-length-large-purple/p8456.html?q=
"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.onceuponatee.net/products/100-cups-of-coffee-enamel-pin-1
I don't want a discount,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.pacificcoast.com/hotel-deluxe-baffle-box-mattress-topper/MV-67381.html?referralcat=sale#start=1
No thanks. I don't like free things...,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.petshop.co.uk/Go-Native-Chicken-Grain-Free-Dog-Food-4kg
"no thanks, I'll save money another day",,Misdirection,Confirmshaming,Product Page,No,https://www.primary.com/shop/sidewalk-sale/the-clearance-long-sleeve-polo-babysuit?color=slate-blue&ref=plp_pdp_47&size=0-3
"No thanks, I don't want discount",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.purpletrail.com/product/marble-photo-strip-mom-planner
"No thanks, I don't like exclusive offers",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.qmuniforms.com/carhartt-men-s-thermal-lined-duck-active-jacket#.XFTMzYVOkb0
"No Thanks, I don't want a discount",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.quadlockcase.com/collections/shop-drive/products/car-kit-all-samsung-devices
"No Thanks, I'd rather pay full price",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.quadlockcase.com/collections/shop-drive/products/car-kit-all-samsung-devices
"No thanks, I like full price",Popup,Misdirection,Confirmshaming,Product Page,No,https://www.radioshack.com/products/helion-conquest-10mt-xlr-1-10-scale-2wd-rc-truck
I'LL PAY FULL PRICE,Popup,Misdirection,Confirmshaming,Product Page,No,https://www.rainbowshops.com/p/asymmetrical-toe-ring-sandals-9013892840.html
